date,qqq_close,qqq_high,qqq_low,dxy_close
2018-01-01,102.25779432524959,102.78232422706891,102.18179674894948,95.32995841389722
2018-01-02,101.67585229702291,101.73677726086112,101.55174284527214,95.48164898258868
2018-01-03,101.75485075439998,102.13444171615188,101.70481958737525,96.0884614975103
2018-01-04,102.33115869207425,102.73497002029514,101.97808239562819,95.78354020380628
2018-01-05,101.32247057866448,101.45589733536632,100.98022605247711,95.70671474376951
2018-01-08,101.3606613954163,101.93107617346033,100.9534179153473,95.16160950326834
2018-01-09,101.39497018075939,101.51424944685154,101.10737696461086,95.1488970451686
2018-01-10,99.14288279634732,99.84929533536636,99.02879586751158,95.35845821994424
2018-01-11,100.49838163929337,101.39185255762685,99.7484789656423,95.25850527014899
2018-01-12,101.32144684486867,101.39090721334469,101.12347889718343,94.7092575678181
2018-01-15,100.5361664888003,100.94952139779346,100.40482118238397,95.17801068661811
2018-01-16,100.34732326822609,100.86954465975283,99.48711563244899,94.54192968828482
2018-01-17,101.04402296242911,101.16422932136611,99.97268495200765,94.13490164468656
2018-01-18,100.73654659903737,101.21139140913711,100.0146143100013,93.02610906324615
2018-01-19,100.45430237679373,101.35994029992526,100.28517753515227,93.45575188851764
2018-01-22,98.60882720525062,99.42927543722305,98.51585023351443,93.91033022079802
2018-01-23,99.35708967684859,99.86003512920959,98.97643913890032,93.78605486964992
2018-01-24,99.55206551695984,100.14445221035967,98.6419573227116,93.9059222750083
2018-01-25,99.94287350877346,101.35689278118804,99.8098364376996,93.40397121944008
2018-01-26,98.0133740176739,98.07784923391658,96.97520228767837,93.13939385808392
2018-01-29,100.1744368568777,100.23983917023419,99.89918137717986,92.60951413199298
2018-01-30,100.41076241427338,101.37179471611678,99.82477534382821,92.71913199122555
2018-01-31,99.94165618893351,100.45364215491863,99.6983716904391,92.61020870693338
2018-02-01,102.64890914590241,103.37511876451637,102.55704201729306,92.48408814089655
2018-02-02,102.62427447668499,103.29220944347114,101.86934110048198,92.08387926247484
2018-02-05,100.74229031835056,101.3307866665017,100.47154853145233,91.71288870726181
2018-02-06,100.24805985012284,101.2145200271125,100.01548539802039,91.91398667010432
2018-02-07,97.34385592329284,97.44069919533152,96.53811447146158,92.24495435172179
2018-02-08,98.71547986692929,98.90109292430792,97.14216516307752,92.31418825602765
2018-02-09,98.21683195982597,98.62294813370002,97.90200424388411,92.11552076833695
2018-02-12,97.30733869517312,97.4048429532287,96.69090969514775,92.29189946935233
2018-02-13,98.708051781093,99.29167205434798,98.49520496096268,91.60081532094745
2018-02-14,96.64577968864671,97.22311123950897,96.3942555987033,91.34690166967543
2018-02-15,97.35490545312369,98.28201320080835,96.64133874653997,91.42125450433547
2018-02-16,94.81007954949493,95.0046461462439,94.2622307684029,91.26267788834632
2018-02-19,94.03035508296699,94.77380222433071,93.2486312542486,90.86831121896029
2018-02-20,92.60219065578758,93.18401244536653,92.5218518427537,90.63193663296462
2018-02-21,94.41202813472172,94.47778415057407,94.11424432723808,91.12011950067355
2018-02-22,96.63863148510173,96.75048639786088,95.61501825719048,90.79596847406314
2018-02-23,96.25935799407466,97.06583836566854,95.56686639986249,90.94602695650671
2018-02-26,97.35126504069531,98.50812805889204,96.92980659075187,90.8100272478771
2018-02-27,97.15774583174203,97.36415470405414,96.5981026820434,91.74868409476113
2018-02-28,97.91215585067242,98.06308972112853,97.90630547953464,91.66233282359937
2018-03-01,96.9925163278308,97.11500561328117,96.14995943348556,92.14240206014952
2018-03-02,94.8954172957529,94.93843893315255,93.7589546442703,92.67701780450864
2018-03-05,92.72935898328384,93.01252284982094,91.86122547626299,93.02756117058895
2018-03-06,93.22498042966467,93.67074708800928,92.78600348146479,93.00787937089673
2018-03-07,96.02268367385996,96.3229406420745,95.46981754249414,92.22354694897737
2018-03-08,96.39331020763719,96.57014280664735,96.2609761345825,92.4273746195188
2018-03-09,95.7716721048208,96.34440390121806,95.50369789840421,93.33190457877735
2018-03-12,98.2163980998868,98.98361559271996,98.10105859768946,93.37208606042826
2018-03-13,98.55434404056612,99.54608515319812,98.49182167809863,94.15806836154093
2018-03-14,98.71893322137207,98.8465868664279,98.01281180979939,94.44932973528948
2018-03-15,99.07828196128857,99.91578151573161,96.96303930370388,94.80578845752038
2018-03-16,98.94254825117164,99.97738506140591,98.66473752403532,94.65596411277873
2018-03-19,98.57977989902736,98.78684462744978,97.81131177078899,94.65748938655278
2018-03-20,96.7917383970175,97.64789195021473,96.54458901451774,95.010324029085
2018-03-21,97.45909554498944,98.45496998988308,96.5310488754235,95.42782250614673
2018-03-22,97.37316664628334,97.61183258083607,97.31267887846087,95.0558344899621
2018-03-23,98.92982824807129,99.54760169680127,98.81804764596681,94.40070891125913
2018-03-26,98.49109649199211,98.86581889660613,98.22885429366012,94.41533838365272
2018-03-27,96.1138421597961,97.20006876676128,95.68582965353312,94.58150676102007
2018-03-28,96.02306341429168,96.18427814238402,95.71983387949238,94.79601369461164
2018-03-29,98.20257051782976,98.35599565342942,97.64233162346206,95.32102729261196
2018-03-30,97.74850364535128,98.70400899573427,97.00627811729782,95.16025667503011
2018-04-02,96.65807505094132,96.73341770453513,95.59329873040734,96.0096418020537
2018-04-03,95.20315258043617,95.63256191946589,94.9443479960859,96.37761912258783
2018-04-04,93.94531315681022,94.59318907308462,93.38689717435564,96.51570904706281
2018-04-05,93.61216279825976,94.68566281287127,93.3232839000481,95.89989380020837
2018-04-06,92.21940292113013,93.07722126961788,91.4471342673851,96.63281342806519
2018-04-09,94.06536009016988,95.00362304420854,94.0392156148585,97.21482553191251
2018-04-10,93.7531817260837,94.46039790325523,93.26515139119412,97.46002622938903
2018-04-11,93.91856072796129,93.94024100447093,93.4776199526387,97.67756340570608
2018-04-12,95.72458339822056,95.86314735710718,95.66782131308695,97.38255974826393
2018-04-13,97.64791311757793,97.7919209195312,97.54359224212328,96.48010271071274
2018-04-16,97.41232644124509,97.4488220940561,97.35059976909898,96.2043476207614
2018-04-17,97.8678816114079,98.41860429055576,97.7862161568316,95.61631004470071
2018-04-18,98.84211388968555,99.27086834311451,98.68035985287116,95.02053981545663
2018-04-19,98.6291292910185,98.71722345681064,98.60294661473387,94.72508528881836
2018-04-20,96.4092816641361,97.27413754000486,95.68375150292839,94.68776756980404
2018-04-23,97.26737735129107,98.17732432142691,95.99193815523185,94.83703247621976
2018-04-24,98.43931174856836,98.66626938139457,97.77462230631515,95.27370312728205
2018-04-25,99.00712011493029,99.5455639703437,98.88414583205973,95.15990976695801
2018-04-26,97.85978485532276,98.73827492991205,97.62299853437278,95.57642392665328
2018-04-27,97.64489059560125,98.36587354300758,97.07806457650595,95.4686105486022
2018-04-30,96.93176958518566,97.28868868715128,96.34280060371397,95.41530831175129
2018-05-01,96.58863445716051,97.01251609645895,95.87632498569579,95.58873831850649
2018-05-02,98.26526288153437,98.83919674258219,97.5299001300835,95.22163964548093
2018-05-03,100.27386786724276,101.27399292123783,100.02367795923796,95.17435315019807
2018-05-04,101.1857116673456,101.26230070599155,101.02482965234934,94.92444614625136
2018-05-07,101.94579438051257,102.58931913500894,101.0175759072786,94.53774597542402
2018-05-08,102.88248568895888,103.17829758902664,102.21784369054534,94.21681059203458
2018-05-09,102.9021228471333,103.0074190858467,102.5171187539104,94.81399580278064
2018-05-10,102.83694214185593,103.1996848909356,102.31812184911001,94.92188676159601
2018-05-11,101.97597643406522,103.31374917127327,101.96078121127918,94.81471274544765
2018-05-14,101.93761245300217,101.98739261538918,101.70070589332174,94.89153914185144
2018-05-15,105.01364502811595,105.68202910819217,104.74356465423949,94.37521973621824
2018-05-16,106.24394369299672,107.11288148595915,105.13225578556427,94.10921635644071
2018-05-17,105.80949755424078,105.91040354163908,105.58771205922103,94.00475094008209
2018-05-18,105.19915183447215,105.23342987437144,103.66940752663722,93.40582804122731
2018-05-21,104.05991801202983,104.12531789671422,103.98042109044871,93.42553143222196
2018-05-22,104.60419777493651,104.841347519669,104.15962240659358,93.55450546550529
2018-05-23,105.17480511680273,105.71868569293783,105.08891271961534,93.61889314811606
2018-05-24,103.25619138091466,105.19301575127153,101.76551023315702,93.7012792823463
2018-05-25,103.94745723237114,104.32177552145322,103.85491227806234,94.05869382352867
2018-05-28,103.21688077160304,103.80478305031538,102.8986060541877,93.79622682819547
2018-05-29,105.18595545118106,105.36707035119547,103.7655046643619,94.08041848531185
2018-05-30,105.43754212834668,105.9616456434885,105.0651959108347,94.43810526387165
2018-05-31,107.85624228778923,109.27192467685447,106.97271190352292,94.34649166368253
2018-06-01,107.25332956289246,107.57688297187075,107.17911127410461,94.97562594725224
2018-06-04,106.88995122087441,107.52395889571434,106.01876871341875,94.69643293344846
2018-06-05,107.34493279077002,107.7328523024697,107.18394344127947,94.76131571809108
2018-06-06,108.86674902839415,109.32443541584766,108.39936383404219,94.599866813265
2018-06-07,109.70896872298444,110.08071060080997,109.56160682701153,94.24738140330109
2018-06-08,108.00152090613481,108.18729728793548,107.78465522676802,94.24369331719257
2018-06-11,108.2965197924589,108.52283854423885,108.11683956125843,94.37946874802029
2018-06-12,108.36576306252014,108.56650276196287,107.66167764022225,94.53061955865235
2018-06-13,107.80071687455776,108.95095474874341,107.73793221739635,94.81407407876324
2018-06-14,106.93369181330732,107.42311811925,106.92094842450884,94.62089329172422
2018-06-15,109.42916487376755,110.47422992132505,108.80117693015342,94.40907227272893
2018-06-18,108.91332904335091,109.7713303916084,107.81328338052833,94.4021427850236
2018-06-19,107.75988072661332,107.92109857539945,107.6780861436113,94.23218773136347
2018-06-20,108.6941410059455,108.94465094485582,108.57452682845228,94.16325638447738
2018-06-21,108.91698546113935,109.24841007068265,108.74297591239667,93.33970533328808
2018-06-22,108.84778196950253,109.75383731549243,108.17273485952626,92.90582015471901
2018-06-25,109.99746653985072,111.2229938111154,109.45978272912448,92.64054126402067
2018-06-26,110.73715989683922,112.15701805298004,110.15295916465101,92.4496376602884
2018-06-27,111.29873966917036,111.57322429686421,111.13073219843186,92.65343922827655
2018-06-28,112.74205844080907,114.32089257784169,112.55618210180944,92.34925834761673
2018-06-29,113.19814902851546,113.33897079329886,113.02848763704415,92.94882838661701
2018-07-02,112.33324203723593,113.1562531595261,110.8159367084748,92.45524785228363
2018-07-03,111.84457228087459,112.06595710953309,111.3034417031194,93.17560956319811
2018-07-04,111.12853669791912,111.33551843998892,111.06080953858601,92.86533886270719
2018-07-05,111.47093746327232,111.57982626845195,110.97212419080726,92.41272661339693
2018-07-06,109.95817901689016,110.26127435735543,109.74642005154972,92.23378713395167
2018-07-09,107.40734459646923,108.24633814395328,106.50379139043294,92.17320603151087
2018-07-10,107.56814774170206,107.91527813221613,106.69838968298036,92.04966912618153
2018-07-11,105.75232590403658,106.20210889329879,105.72061544342294,92.00067719575004
2018-07-12,103.13863940105257,103.32425101200832,102.84824808088965,92.35103477359155
2018-07-13,103.67669933270984,104.43483112080065,103.35551178579142,92.59901540738456
2018-07-16,102.758718916141,103.42014293461094,102.3426089340976,92.26663708739463
2018-07-17,103.45982115108632,104.11091128358423,103.4005127627391,92.67237876307087
2018-07-18,102.78426089055456,102.82327315286402,102.41382582404617,92.81007922235484
2018-07-19,101.33143976919057,101.4514537433348,100.97525691450296,92.91269662713083
2018-07-20,99.7414161462175,100.49138427565802,99.27769945794621,93.34463949011317
2018-07-23,99.11065413622354,99.18348125327117,99.01665714947464,93.35342198443495
2018-07-24,98.7936140969635,98.9508538588168,98.51164009342085,93.916867111378
2018-07-25,97.77588646003495,98.15837826321417,96.64493417212412,93.53513144269444
2018-07-26,97.45332876432441,97.84044079636965,97.15197998406357,94.01441852373317
2018-07-27,95.55999347818684,96.03579234670603,95.32811343173341,93.97965862157304
2018-07-30,95.61145265168278,96.36261341485785,95.32769307820968,94.24998821748298
2018-07-31,93.44052866358203,93.74886795130584,92.33721076804596,94.25064543652806
2018-08-01,93.23797023974775,93.47172890484708,92.97434944483297,94.89668555922513
2018-08-02,94.11993452056015,95.51612007642595,93.248353849048,94.96952255227815
2018-08-03,95.4989328029902,95.50172521326294,95.34025958363844,95.14360303690324
2018-08-06,97.68539071656977,97.92317238035912,97.36119438217716,94.56521971987796
2018-08-07,95.76241463196106,96.17451777870947,95.33384025155448,94.15273065216002
2018-08-08,96.74548885430328,97.99443197670995,95.94317616523662,94.1654281204401
2018-08-09,98.3089796594301,98.74900091212564,98.19218104268462,94.61815147078323
2018-08-10,99.60502482023163,99.6633385586226,99.11969288145549,94.58022487544555
2018-08-13,98.44336455961162,98.7766828236953,98.19122933232127,94.11192092980846
2018-08-14,99.00642653557043,99.04326801304802,98.49658439641438,94.71354840174219
2018-08-15,101.46515979111088,101.96994658459822,100.91116342943282,94.33322488692913
2018-08-16,99.54411661023343,100.15693979075493,99.19437548424543,94.76535058045847
2018-08-17,100.19750809399473,100.81277787200952,99.18227390546416,94.40492818444305
2018-08-20,101.69245335480386,101.71718363673214,101.32756117667672,94.02360744198536
2018-08-21,100.8109934939239,100.88362243826948,100.11984345784924,94.19801305322306
2018-08-22,101.61346197010528,101.72140242333766,100.87093739515159,93.14645738096175
2018-08-23,100.24372026423443,100.74645403129671,99.51115548672443,92.87341266585348
2018-08-24,99.22556689797315,100.09768185313331,99.188290671727,92.78918892817411
2018-08-27,98.21153459547018,98.9203707532914,97.6751224842113,92.70899398624275
2018-08-28,98.49183671818774,98.51117083267339,98.22436890489918,92.07868969617864
2018-08-29,98.40985114680343,98.56694332700928,97.69963742835002,92.48497753614593
2018-08-30,99.67295835403246,100.92849295090005,99.04379888124224,92.30017157759194
2018-08-31,98.49647704945174,98.95930501534515,97.6592085486537,92.3140220198667
